Report.Number,Date.of.Occurrence,Time.of.Occurrence,City,Crime,Victim.Age,Victim.Gender,Severity,Latitude,Longitude
19524,24-03-2022,10.50,Mumbai,KIDNAPPING,22,M,3,19.054999,72.8692035
19525,24-03-2022,3.08,Hyderabad,IDENTITY THEFT,42,X,1,17.360589,78.4740613
19526,24-03-2022,17.03,Srinagar,BURGLARY,25,F,2,34.0747444,74.8204443
19527,24-03-2022,20.54,Varanasi,SHOPLIFTING,39,M,1,25.3356491,83.0076292
19528,24-03-2022,7.48,Bangalore,ASSAULT,64,F,3,12.9767936,77.590082
19529,24-03-2022,18.27,Lucknow,FIREARM OFFENSE,76,M,2,26.8381,80.9346001
19530,24-03-2022,6.01,Pune,VEHICLE - STOLEN,67,X,2,18.5213738,73.8545071
19531,24-03-2022,11.11,Faridabad,PUBLIC INTOXICATION,47,F,1,28.4031478,77.3105561
19532,24-03-2022,13.55,Chennai,FRAUD,49,M,2,13.0836939,80.270186
19533,24-03-2022,16.48,Agra,FRAUD,53,M,2,27.1752554,78.0098161
19534,24-03-2022,20.24,Patna,TRAFFIC VIOLATION,49,X,1,25.6093239,85.1235252
19535,24-03-2022,0.44,Bangalore,EXTORTION,60,M,3,12.9767936,77.590082
19536,24-03-2022,17.02,Delhi,EXTORTION,26,X,3,28.6328027,77.2197713
19537,25-03-2022,23.56,Bhopal,IDENTITY THEFT,68,F,1,23.2584857,77.401989
19538,25-03-2022,6.11,Ahmedabad,TRAFFIC VIOLATION,62,X,1,23.0215374,72.5800568
19539,25-03-2022,5.23,Chennai,CYBERCRIME,70,F,2,13.0836939,80.270186
19540,25-03-2022,12.52,Lucknow,FRAUD,52,X,2,26.8381,80.9346001
19541,25-03-2022,14.44,Nashik,PUBLIC INTOXICATION,54,F,1,20.0112475,73.7902364
19542,25-03-2022,1.44,Faridabad,EXTORTION,55,X,3,28.4031478,77.3105561
19543,25-03-2022,17.44,Delhi,ASSAULT,79,M,3,28.6328027,77.2197713
19544,25-03-2022,0.10,Bangalore,PUBLIC INTOXICATION,30,F,1,12.9767936,77.590082
19545,25-03-2022,15.03,Varanasi,SHOPLIFTING,27,M,1,25.3356491,83.0076292
19546,25-03-2022,21.31,Hyderabad,VEHICLE - STOLEN,75,F,2,17.360589,78.4740613
19547,25-03-2022,13.09,Kanpur,DRUG OFFENSE,66,M,2,26.4609135,80.3217588
19548,25-03-2022,23.02,Chennai,FIREARM OFFENSE,16,M,2,13.0836939,80.270186
19549,25-03-2022,2.38,Hyderabad,BURGLARY,79,M,2,17.360589,78.4740613
19550,25-03-2022,6.03,Kolkata,FRAUD,48,M,2,22.5726459,88.3638953
19551,25-03-2022,17.24,Nagpur,EXTORTION,44,X,3,21.1498134,79.0820556
19552,25-03-2022,8.20,Delhi,VEHICLE - STOLEN,78,M,2,28.6328027,77.2197713
19553,25-03-2022,21.02,Srinagar,FIREARM OFFENSE,23,F,2,34.0747444,74.8204443
19554,25-03-2022,16.50,Chennai,KIDNAPPING,18,X,3,13.0836939,80.270186
19555,25-03-2022,19.13,Jaipur,ASSAULT,18,F,3,26.9154576,75.8189817
19556,25-03-2022,16.37,Jaipur,FIREARM OFFENSE,74,M,2,26.9154576,75.8189817
19557,25-03-2022,22.06,Kalyan,FIREARM OFFENSE,63,F,2,19.2396742,73.1366482
19558,25-03-2022,8.45,Ghaziabad,HOMICIDE,58,M,3,28.7749966,77.4586967
19559,25-03-2022,8.12,Jaipur,IDENTITY THEFT,76,F,1,26.9154576,75.8189817
19560,25-03-2022,9.42,Varanasi,COUNTERFEITING,68,F,2,25.3356491,83.0076292
19561,26-03-2022,12.09,Bhopal,DOMESTIC VIOLENCE,30,M,3,23.2584857,77.401989
19562,26-03-2022,9.32,Ghaziabad,EXTORTION,55,F,3,28.7749966,77.4586967
19563,26-03-2022,1.57,Thane,HOMICIDE,36,X,3,19.1943294,72.9701779
19564,26-03-2022,8.43,Hyderabad,ILLEGAL POSSESSION,73,F,2,17.360589,78.4740613
19565,26-03-2022,17.35,Nagpur,FIREARM OFFENSE,34,X,2,21.1498134,79.0820556
19566,26-03-2022,15.41,Kolkata,VANDALISM,13,X,1,22.5726459,88.3638953
19567,26-03-2022,14.25,Lucknow,COUNTERFEITING,27,F,2,26.8381,80.9346001
19568,26-03-2022,12.21,Mumbai,VANDALISM,74,F,1,19.054999,72.8692035
19569,26-03-2022,17.54,Faridabad,SEXUAL ASSAULT,21,F,3,28.4031478,77.3105561
19570,26-03-2022,6.27,Bhopal,ARSON,15,M,3,23.2584857,77.401989
19571,26-03-2022,11.42,Ludhiana,FIREARM OFFENSE,79,F,2,30.9090157,75.851601
19572,26-03-2022,12.32,Ahmedabad,SEXUAL ASSAULT,18,X,3,23.0215374,72.5800568
19573,26-03-2022,13.24,Surat,ILLEGAL POSSESSION,30,F,2,21.2094892,72.8317058
19574,26-03-2022,22.00,Mumbai,ARSON,25,M,3,19.054999,72.8692035
19575,26-03-2022,17.37,Ahmedabad,DRUG OFFENSE,50,M,2,23.0215374,72.5800568
19576,26-03-2022,5.41,Bangalore,ASSAULT,75,F,3,12.9767936,77.590082
19577,26-03-2022,11.07,Chennai,COUNTERFEITING,15,M,2,13.0836939,80.270186
19578,26-03-2022,8.53,Kalyan,ILLEGAL POSSESSION,41,M,2,19.2396742,73.1366482
19579,26-03-2022,8.39,Indore,FRAUD,23,M,2,22.7203616,75.8681996
19580,26-03-2022,9.49,Jaipur,ILLEGAL POSSESSION,78,M,2,26.9154576,75.8189817
19581,26-03-2022,5.02,Bangalore,EXTORTION,26,M,3,12.9767936,77.590082
19582,26-03-2022,3.47,Ahmedabad,FRAUD,56,M,2,23.0215374,72.5800568
19583,26-03-2022,0.31,Patna,ILLEGAL POSSESSION,45,M,2,25.6093239,85.1235252
19584,26-03-2022,19.40,Nagpur,VANDALISM,56,M,1,21.1498134,79.0820556
19585,27-03-2022,19.19,Pune,KIDNAPPING,75,X,3,18.5213738,73.8545071
19586,27-03-2022,18.47,Thane,DRUG OFFENSE,57,F,2,19.1943294,72.9701779
19587,27-03-2022,14.43,Mumbai,VANDALISM,29,F,1,19.054999,72.8692035
19588,27-03-2022,4.02,Hyderabad,DOMESTIC VIOLENCE,50,X,3,17.360589,78.4740613
19589,27-03-2022,10.29,Indore,TRAFFIC VIOLATION,34,F,1,22.7203616,75.8681996
19590,27-03-2022,6.01,Visakhapatnam,IDENTITY THEFT,61,M,1,17.6935526,83.2921297
19591,27-03-2022,18.11,Kolkata,FRAUD,64,F,2,22.5726459,88.3638953
19592,27-03-2022,2.01,Mumbai,VANDALISM,52,F,1,19.054999,72.8692035
19593,27-03-2022,9.01,Kolkata,ROBBERY,23,F,3,22.5726459,88.3638953
19594,27-03-2022,0.17,Bhopal,EXTORTION,21,F,3,23.2584857,77.401989
19595,27-03-2022,8.07,Mumbai,ROBBERY,38,M,3,19.054999,72.8692035
19596,27-03-2022,3.17,Ludhiana,CYBERCRIME,22,X,2,30.9090157,75.851601
19597,27-03-2022,14.15,Delhi,CYBERCRIME,63,F,2,28.6328027,77.2197713
19598,27-03-2022,22.11,Indore,VEHICLE - STOLEN,66,M,2,22.7203616,75.8681996
19599,27-03-2022,23.44,Jaipur,ROBBERY,42,X,3,26.9154576,75.8189817
19600,27-03-2022,8.31,Lucknow,ROBBERY,73,X,3,26.8381,80.9346001
19601,27-03-2022,23.07,Chennai,HOMICIDE,56,M,3,13.0836939,80.270186
19602,27-03-2022,21.02,Ludhiana,KIDNAPPING,14,F,3,30.9090157,75.851601
19603,27-03-2022,5.51,Ahmedabad,BURGLARY,57,M,2,23.0215374,72.5800568
19604,27-03-2022,13.57,Jaipur,SEXUAL ASSAULT,48,X,3,26.9154576,75.8189817
19605,27-03-2022,9.18,Pune,HOMICIDE,72,M,3,18.5213738,73.8545071
19606,27-03-2022,9.07,Kolkata,DRUG OFFENSE,57,X,2,22.5726459,88.3638953
19607,27-03-2022,17.45,Mumbai,IDENTITY THEFT,14,M,1,19.054999,72.8692035
19608,27-03-2022,16.55,Bhopal,PUBLIC INTOXICATION,14,M,1,23.2584857,77.401989
19609,28-03-2022,2.59,Ahmedabad,BURGLARY,70,F,2,23.0215374,72.5800568
19610,28-03-2022,11.44,Ahmedabad,ROBBERY,41,M,3,23.0215374,72.5800568
19611,28-03-2022,3.29,Delhi,ARSON,58,X,3,28.6328027,77.2197713
19612,28-03-2022,11.52,Jaipur,ILLEGAL POSSESSION,71,X,2,26.9154576,75.8189817
19613,28-03-2022,22.15,Delhi,KIDNAPPING,11,F,3,28.6328027,77.2197713
19614,28-03-2022,7.15,Mumbai,CYBERCRIME,78,M,2,19.054999,72.8692035
19615,28-03-2022,9.39,Patna,ILLEGAL POSSESSION,51,X,2,25.6093239,85.1235252
19616,28-03-2022,19.20,Hyderabad,VEHICLE - STOLEN,11,M,2,17.360589,78.4740613
19617,28-03-2022,22.12,Delhi,DOMESTIC VIOLENCE,36,M,3,28.6328027,77.2197713
19618,28-03-2022,21.36,Mumbai,BURGLARY,59,F,2,19.054999,72.8692035
19619,28-03-2022,0.06,Lucknow,ARSON,36,M,3,26.8381,80.9346001
19620,28-03-2022,8.57,Surat,ROBBERY,68,X,3,21.2094892,72.8317058
19621,28-03-2022,20.48,Bangalore,HOMICIDE,13,X,3,12.9767936,77.590082
19622,28-03-2022,16.30,Hyderabad,KIDNAPPING,60,M,3,17.360589,78.4740613
19623,28-03-2022,7.23,Kolkata,ROBBERY,51,F,3,22.5726459,88.3638953
19624,28-03-2022,12.54,Kanpur,HOMICIDE,25,F,3,26.4609135,80.3217588
19625,28-03-2022,7.45,Delhi,ARSON,72,X,3,28.6328027,77.2197713
19626,28-03-2022,12.09,Delhi,SHOPLIFTING,19,F,1,28.6328027,77.2197713
19627,28-03-2022,20.18,Mumbai,DOMESTIC VIOLENCE,44,M,3,19.054999,72.8692035
19628,28-03-2022,0.11,Hyderabad,DRUG OFFENSE,30,M,2,17.360589,78.4740613
19629,28-03-2022,10.35,Pune,FRAUD,13,M,2,18.5213738,73.8545071
19630,28-03-2022,16.53,Surat,DRUG OFFENSE,20,M,2,21.2094892,72.8317058
19631,28-03-2022,17.00,Bangalore,ILLEGAL POSSESSION,22,M,2,12.9767936,77.590082
19632,28-03-2022,20.03,Bangalore,HOMICIDE,67,M,3,12.9767936,77.590082
19633,29-03-2022,10.05,Surat,ASSAULT,76,X,3,21.2094892,72.8317058
19634,29-03-2022,1.17,Lucknow,PUBLIC INTOXICATION,59,F,1,26.8381,80.9346001
19635,29-03-2022,19.30,Bhopal,DOMESTIC VIOLENCE,33,X,3,23.2584857,77.401989
19636,29-03-2022,11.27,Delhi,CYBERCRIME,16,M,2,28.6328027,77.2197713
19637,29-03-2022,3.46,Mumbai,VANDALISM,40,X,1,19.054999,72.8692035
19638,29-03-2022,21.27,Jaipur,VEHICLE - STOLEN,74,F,2,26.9154576,75.8189817
19639,29-03-2022,21.57,Delhi,SHOPLIFTING,47,X,1,28.6328027,77.2197713
19640,29-03-2022,12.34,Bangalore,PUBLIC INTOXICATION,30,M,1,12.9767936,77.590082
19641,29-03-2022,11.56,Delhi,FRAUD,76,F,2,28.6328027,77.2197713
19642,29-03-2022,9.35,Kolkata,PUBLIC INTOXICATION,66,M,1,22.5726459,88.3638953
19643,29-03-2022,17.15,Jaipur,DOMESTIC VIOLENCE,50,X,3,26.9154576,75.8189817
19644,29-03-2022,10.46,Hyderabad,VANDALISM,55,F,1,17.360589,78.4740613
19645,29-03-2022,4.09,Srinagar,ILLEGAL POSSESSION,70,F,2,34.0747444,74.8204443
19646,29-03-2022,7.11,Ahmedabad,COUNTERFEITING,65,F,2,23.0215374,72.5800568
19647,29-03-2022,5.04,Bangalore,DRUG OFFENSE,55,F,2,12.9767936,77.590082
19648,29-03-2022,7.58,Chennai,EXTORTION,48,F,3,13.0836939,80.270186
19649,29-03-2022,13.36,Bangalore,SHOPLIFTING,46,X,1,12.9767936,77.590082
19650,29-03-2022,7.52,Hyderabad,DRUG OFFENSE,50,F,2,17.360589,78.4740613
19651,29-03-2022,3.01,Hyderabad,TRAFFIC VIOLATION,47,M,1,17.360589,78.4740613
19652,29-03-2022,15.57,Mumbai,DRUG OFFENSE,35,X,2,19.054999,72.8692035
19653,29-03-2022,18.41,Delhi,ARSON,51,M,3,28.6328027,77.2197713
19654,29-03-2022,15.01,Chennai,ARSON,79,M,3,13.0836939,80.270186
19655,29-03-2022,2.01,Delhi,SEXUAL ASSAULT,25,M,3,28.6328027,77.2197713
19656,29-03-2022,7.15,Lucknow,PUBLIC INTOXICATION,65,F,1,26.8381,80.9346001
19657,30-03-2022,23.38,Mumbai,TRAFFIC VIOLATION,71,X,1,19.054999,72.8692035
19658,30-03-2022,13.01,Indore,VEHICLE - STOLEN,11,M,2,22.7203616,75.8681996
19659,30-03-2022,11.17,Bhopal,CYBERCRIME,25,F,2,23.2584857,77.401989
19660,30-03-2022,15.08,Pune,KIDNAPPING,18,X,3,18.5213738,73.8545071
19661,30-03-2022,4.45,Hyderabad,ROBBERY,21,M,3,17.360589,78.4740613
19662,30-03-2022,8.09,Delhi,SHOPLIFTING,48,M,1,28.6328027,77.2197713
19663,30-03-2022,18.36,Hyderabad,ARSON,78,X,3,17.360589,78.4740613
19664,30-03-2022,21.47,Thane,KIDNAPPING,74,X,3,19.1943294,72.9701779
19665,30-03-2022,5.38,Ahmedabad,ROBBERY,68,F,3,23.0215374,72.5800568
19666,30-03-2022,15.48,Delhi,TRAFFIC VIOLATION,72,X,1,28.6328027,77.2197713
19667,30-03-2022,2.12,Lucknow,ASSAULT,35,X,3,26.8381,80.9346001
19668,30-03-2022,2.37,Mumbai,SHOPLIFTING,27,M,1,19.054999,72.8692035
19669,30-03-2022,0.58,Kolkata,ILLEGAL POSSESSION,75,F,2,22.5726459,88.3638953
19670,30-03-2022,7.17,Mumbai,IDENTITY THEFT,64,X,1,19.054999,72.8692035
19671,30-03-2022,17.55,Lucknow,VANDALISM,25,M,1,26.8381,80.9346001
19672,30-03-2022,21.08,Hyderabad,EXTORTION,72,M,3,17.360589,78.4740613
19673,30-03-2022,13.54,Mumbai,DRUG OFFENSE,31,M,2,19.054999,72.8692035
19674,30-03-2022,15.54,Faridabad,SEXUAL ASSAULT,14,F,3,28.4031478,77.3105561
19675,30-03-2022,2.16,Delhi,CYBERCRIME,76,F,2,28.6328027,77.2197713
19676,30-03-2022,19.09,Chennai,HOMICIDE,35,M,3,13.0836939,80.270186
19677,30-03-2022,3.57,Pune,COUNTERFEITING,64,M,2,18.5213738,73.8545071
19678,30-03-2022,6.32,Lucknow,TRAFFIC VIOLATION,64,F,1,26.8381,80.9346001
19679,30-03-2022,5.08,Faridabad,DOMESTIC VIOLENCE,32,X,3,28.4031478,77.3105561
19680,30-03-2022,21.00,Mumbai,VANDALISM,41,M,1,19.054999,72.8692035
19681,31-03-2022,22.17,Mumbai,TRAFFIC VIOLATION,76,M,1,19.054999,72.8692035
19682,31-03-2022,1.30,Surat,CYBERCRIME,21,X,2,21.2094892,72.8317058
19683,31-03-2022,23.40,Mumbai,SHOPLIFTING,63,M,1,19.054999,72.8692035
19684,31-03-2022,10.36,Ahmedabad,SHOPLIFTING,17,M,1,23.0215374,72.5800568
19685,31-03-2022,15.14,Bangalore,BURGLARY,66,F,2,12.9767936,77.590082
19686,31-03-2022,18.24,Ahmedabad,EXTORTION,44,F,3,23.0215374,72.5800568
19687,31-03-2022,16.52,Bangalore,HOMICIDE,20,M,3,12.9767936,77.590082
19688,31-03-2022,9.21,Nagpur,EXTORTION,71,F,3,21.1498134,79.0820556
19689,31-03-2022,3.11,Delhi,FRAUD,15,X,2,28.6328027,77.2197713
19690,31-03-2022,8.46,Hyderabad,FRAUD,39,X,2,17.360589,78.4740613
19691,31-03-2022,8.46,Hyderabad,DOMESTIC VIOLENCE,64,M,3,17.360589,78.4740613
19692,31-03-2022,4.18,Kolkata,ASSAULT,61,X,3,22.5726459,88.3638953
19693,31-03-2022,14.39,Kanpur,CYBERCRIME,55,M,2,26.4609135,80.3217588
19694,31-03-2022,5.53,Bangalore,SEXUAL ASSAULT,11,F,3,12.9767936,77.590082
19695,31-03-2022,6.46,Agra,VANDALISM,65,F,1,27.1752554,78.0098161
19696,31-03-2022,23.53,Mumbai,SHOPLIFTING,75,M,1,19.054999,72.8692035
19697,31-03-2022,12.35,Bangalore,HOMICIDE,11,X,3,12.9767936,77.590082
19698,31-03-2022,16.20,Ahmedabad,ARSON,47,X,3,23.0215374,72.5800568
19699,31-03-2022,19.35,Pune,VEHICLE - STOLEN,79,X,2,18.5213738,73.8545071
19700,31-03-2022,0.04,Pune,PUBLIC INTOXICATION,68,F,1,18.5213738,73.8545071
19701,31-03-2022,15.11,Hyderabad,DOMESTIC VIOLENCE,21,X,3,17.360589,78.4740613
19702,31-03-2022,19.25,Kolkata,SHOPLIFTING,54,X,1,22.5726459,88.3638953
19703,31-03-2022,1.58,Pune,SEXUAL ASSAULT,71,X,3,18.5213738,73.8545071
19704,31-03-2022,6.26,Hyderabad,ROBBERY,20,F,3,17.360589,78.4740613
19705,04-01-2022,14.40,Delhi,VANDALISM,34,M,1,28.6328027,77.2197713
19706,04-01-2022,3.14,Chennai,HOMICIDE,60,F,3,13.0836939,80.270186
19707,04-01-2022,5.49,Bangalore,SEXUAL ASSAULT,36,X,3,12.9767936,77.590082
19708,04-01-2022,3.56,Nagpur,HOMICIDE,74,F,3,21.1498134,79.0820556
19709,04-01-2022,12.07,Bangalore,CYBERCRIME,79,X,2,12.9767936,77.590082
19710,04-01-2022,14.01,Kolkata,ARSON,78,F,3,22.5726459,88.3638953
19711,04-01-2022,23.39,Bangalore,EXTORTION,54,F,3,12.9767936,77.590082
19712,04-01-2022,2.48,Indore,IDENTITY THEFT,56,F,1,22.7203616,75.8681996
19713,04-01-2022,12.58,Hyderabad,EXTORTION,77,X,3,17.360589,78.4740613
19714,04-01-2022,5.08,Delhi,TRAFFIC VIOLATION,23,F,1,28.6328027,77.2197713
19715,04-01-2022,20.42,Chennai,BURGLARY,12,F,2,13.0836939,80.270186
19716,04-01-2022,3.14,Kanpur,DRUG OFFENSE,31,M,2,26.4609135,80.3217588
19717,04-01-2022,15.10,Bangalore,PUBLIC INTOXICATION,72,X,1,12.9767936,77.590082
19718,04-01-2022,16.29,Mumbai,SEXUAL ASSAULT,76,X,3,19.054999,72.8692035
19719,04-01-2022,22.44,Kalyan,VEHICLE - STOLEN,71,M,2,19.2396742,73.1366482
19720,04-01-2022,1.29,Kanpur,PUBLIC INTOXICATION,72,X,1,26.4609135,80.3217588
19721,04-01-2022,17.29,Mumbai,BURGLARY,59,F,2,19.054999,72.8692035
19722,04-01-2022,21.41,Mumbai,EXTORTION,28,M,3,19.054999,72.8692035
19723,04-01-2022,13.50,Agra,ROBBERY,45,F,3,27.1752554,78.0098161
19724,04-01-2022,23.39,Chennai,BURGLARY,31,F,2,13.0836939,80.270186
19725,04-01-2022,17.44,Delhi,CYBERCRIME,25,M,2,28.6328027,77.2197713
19726,04-01-2022,1.59,Bangalore,BURGLARY,78,X,2,12.9767936,77.590082
19727,04-01-2022,16.41,Rajkot,FRAUD,17,M,2,22.3053263,70.8028377
19728,04-01-2022,3.44,Pune,TRAFFIC VIOLATION,23,X,1,18.5213738,73.8545071
19729,04-02-2022,10.03,Indore,CYBERCRIME,44,X,2,22.7203616,75.8681996
19730,04-02-2022,21.50,Mumbai,DOMESTIC VIOLENCE,10,F,3,19.054999,72.8692035
19731,04-02-2022,4.01,Pune,DRUG OFFENSE,41,F,2,18.5213738,73.8545071
19732,04-02-2022,1.37,Ludhiana,HOMICIDE,21,M,3,30.9090157,75.851601
19733,04-02-2022,21.54,Delhi,DOMESTIC VIOLENCE,47,F,3,28.6328027,77.2197713
19734,04-02-2022,22.16,Bangalore,IDENTITY THEFT,61,M,1,12.9767936,77.590082
19735,04-02-2022,20.24,Nagpur,DRUG OFFENSE,49,X,2,21.1498134,79.0820556
19736,04-02-2022,10.05,Pune,IDENTITY THEFT,77,X,1,18.5213738,73.8545071
19737,04-02-2022,9.48,Bangalore,VANDALISM,65,M,1,12.9767936,77.590082
19738,04-02-2022,19.38,Ghaziabad,BURGLARY,42,X,2,28.7749966,77.4586967
19739,04-02-2022,10.00,Meerut,SEXUAL ASSAULT,33,M,3,29.0018557,77.7679671
19740,04-02-2022,5.29,Patna,FIREARM OFFENSE,56,M,2,25.6093239,85.1235252
19741,04-02-2022,7.53,Delhi,ILLEGAL POSSESSION,23,F,2,28.6328027,77.2197713
19742,04-02-2022,22.52,Kolkata,DOMESTIC VIOLENCE,41,F,3,22.5726459,88.3638953
19743,04-02-2022,14.13,Mumbai,HOMICIDE,75,M,3,19.054999,72.8692035
19744,04-02-2022,8.58,Thane,TRAFFIC VIOLATION,11,M,1,19.1943294,72.9701779
19745,04-02-2022,16.53,Kanpur,VANDALISM,23,M,1,26.4609135,80.3217588
19746,04-02-2022,3.39,Chennai,DRUG OFFENSE,21,X,2,13.0836939,80.270186
19747,04-02-2022,9.43,Mumbai,DRUG OFFENSE,72,F,2,19.054999,72.8692035
19748,04-02-2022,12.25,Nagpur,VEHICLE - STOLEN,78,F,2,21.1498134,79.0820556
19749,04-02-2022,1.50,Visakhapatnam,SEXUAL ASSAULT,50,X,3,17.6935526,83.2921297
19750,04-02-2022,12.31,Varanasi,BURGLARY,67,F,2,25.3356491,83.0076292
19751,04-02-2022,8.31,Delhi,EXTORTION,52,M,3,28.6328027,77.2197713
19752,04-02-2022,6.19,Ahmedabad,VEHICLE - STOLEN,40,M,2,23.0215374,72.5800568
19753,04-03-2022,10.35,Bangalore,CYBERCRIME,30,X,2,12.9767936,77.590082
19754,04-03-2022,10.49,Kalyan,EXTORTION,71,X,3,19.2396742,73.1366482
19755,04-03-2022,22.22,Surat,VANDALISM,18,M,1,21.2094892,72.8317058
19756,04-03-2022,3.58,Surat,CYBERCRIME,21,X,2,21.2094892,72.8317058
19757,04-03-2022,20.04,Chennai,ROBBERY,24,F,3,13.0836939,80.270186
19758,04-03-2022,2.54,Kolkata,HOMICIDE,19,X,3,22.5726459,88.3638953
19759,04-03-2022,20.38,Mumbai,HOMICIDE,55,X,3,19.054999,72.8692035
19760,04-03-2022,3.18,Delhi,EXTORTION,48,X,3,28.6328027,77.2197713
19761,04-03-2022,23.40,Patna,SEXUAL ASSAULT,51,X,3,25.6093239,85.1235252
19762,04-03-2022,13.33,Nagpur,DRUG OFFENSE,11,F,2,21.1498134,79.0820556
19763,04-03-2022,17.59,Pune,HOMICIDE,45,X,3,18.5213738,73.8545071
19764,04-03-2022,18.36,Bangalore,DOMESTIC VIOLENCE,22,M,3,12.9767936,77.590082
19765,04-03-2022,22.27,Bangalore,HOMICIDE,65,F,3,12.9767936,77.590082
19766,04-03-2022,13.21,Chennai,FIREARM OFFENSE,39,M,2,13.0836939,80.270186
19767,04-03-2022,10.31,Bangalore,VANDALISM,52,X,1,12.9767936,77.590082
19768,04-03-2022,12.04,Jaipur,TRAFFIC VIOLATION,10,F,1,26.9154576,75.8189817
19769,04-03-2022,9.41,Kolkata,KIDNAPPING,67,X,3,22.5726459,88.3638953
19770,04-03-2022,15.56,Bangalore,FRAUD,46,X,2,12.9767936,77.590082
19771,04-03-2022,13.16,Hyderabad,PUBLIC INTOXICATION,29,F,1,17.360589,78.4740613
19772,04-03-2022,2.52,Chennai,EXTORTION,58,F,3,13.0836939,80.270186
19773,04-03-2022,3.05,Mumbai,TRAFFIC VIOLATION,38,F,1,19.054999,72.8692035
19774,04-03-2022,20.51,Hyderabad,HOMICIDE,62,M,3,17.360589,78.4740613
19775,04-03-2022,0.09,Mumbai,VEHICLE - STOLEN,72,X,2,19.054999,72.8692035
19776,04-03-2022,15.20,Nagpur,TRAFFIC VIOLATION,22,X,1,21.1498134,79.0820556
19777,04-04-2022,21.51,Kalyan,PUBLIC INTOXICATION,67,X,1,19.2396742,73.1366482
19778,04-04-2022,21.21,Kolkata,DRUG OFFENSE,37,M,2,22.5726459,88.3638953
19779,04-04-2022,7.04,Ghaziabad,TRAFFIC VIOLATION,15,F,1,28.7749966,77.4586967
19780,04-04-2022,12.21,Nagpur,ILLEGAL POSSESSION,63,M,2,21.1498134,79.0820556
19781,04-04-2022,0.54,Pune,ILLEGAL POSSESSION,26,X,2,18.5213738,73.8545071
19782,04-04-2022,11.28,Lucknow,FRAUD,11,X,2,26.8381,80.9346001
19783,04-04-2022,17.36,Delhi,FRAUD,27,F,2,28.6328027,77.2197713
19784,04-04-2022,18.51,Lucknow,SHOPLIFTING,71,F,1,26.8381,80.9346001
19785,04-04-2022,23.02,Lucknow,TRAFFIC VIOLATION,46,X,1,26.8381,80.9346001
19786,04-04-2022,14.08,Delhi,KIDNAPPING,78,M,3,28.6328027,77.2197713
19787,04-04-2022,19.19,Mumbai,ROBBERY,79,F,3,19.054999,72.8692035
19788,04-04-2022,12.27,Kolkata,ILLEGAL POSSESSION,61,F,2,22.5726459,88.3638953
19789,04-04-2022,2.14,Mumbai,ILLEGAL POSSESSION,54,F,2,19.054999,72.8692035
19790,04-04-2022,21.11,Vasai,PUBLIC INTOXICATION,68,M,1,19.3428238,72.805441
19791,04-04-2022,4.35,Delhi,ROBBERY,51,F,3,28.6328027,77.2197713
19792,04-04-2022,22.22,Hyderabad,PUBLIC INTOXICATION,69,M,1,17.360589,78.4740613
19793,04-04-2022,3.14,Ahmedabad,SEXUAL ASSAULT,16,F,3,23.0215374,72.5800568
19794,04-04-2022,10.23,Kolkata,SHOPLIFTING,34,X,1,22.5726459,88.3638953
19795,04-04-2022,13.30,Mumbai,VEHICLE - STOLEN,63,X,2,19.054999,72.8692035
19796,04-04-2022,9.01,Delhi,ROBBERY,35,X,3,28.6328027,77.2197713
19797,04-04-2022,1.33,Hyderabad,ROBBERY,40,F,3,17.360589,78.4740613
19798,04-04-2022,1.53,Hyderabad,TRAFFIC VIOLATION,54,X,1,17.360589,78.4740613
19799,04-04-2022,2.54,Pune,DRUG OFFENSE,74,F,2,18.5213738,73.8545071
19800,04-04-2022,0.36,Kanpur,ILLEGAL POSSESSION,71,X,2,26.4609135,80.3217588
19801,04-05-2022,22.42,Hyderabad,VANDALISM,47,X,1,17.360589,78.4740613
19802,04-05-2022,12.43,Delhi,FIREARM OFFENSE,10,X,2,28.6328027,77.2197713
19803,04-05-2022,18.09,Kolkata,ARSON,57,X,3,22.5726459,88.3638953
19804,04-05-2022,17.29,Jaipur,ASSAULT,51,F,3,26.9154576,75.8189817
19805,04-05-2022,0.23,Kolkata,IDENTITY THEFT,22,M,1,22.5726459,88.3638953
19806,04-05-2022,12.49,Ludhiana,TRAFFIC VIOLATION,61,F,1,30.9090157,75.851601
19807,04-05-2022,17.28,Nagpur,BURGLARY,39,F,2,21.1498134,79.0820556
19808,04-05-2022,14.15,Bangalore,SHOPLIFTING,43,M,1,12.9767936,77.590082
19809,04-05-2022,19.10,Pune,FIREARM OFFENSE,36,F,2,18.5213738,73.8545071
19810,04-05-2022,11.14,Nagpur,PUBLIC INTOXICATION,44,M,1,21.1498134,79.0820556
19811,04-05-2022,21.43,Visakhapatnam,IDENTITY THEFT,21,F,1,17.6935526,83.2921297
19812,04-05-2022,11.33,Delhi,DRUG OFFENSE,65,F,2,28.6328027,77.2197713
19813,04-05-2022,5.45,Delhi,FIREARM OFFENSE,43,M,2,28.6328027,77.2197713
19814,04-05-2022,19.40,Surat,FRAUD,27,M,2,21.2094892,72.8317058
19815,04-05-2022,22.41,Delhi,BURGLARY,63,F,2,28.6328027,77.2197713
19816,04-05-2022,0.11,Chennai,CYBERCRIME,48,M,2,13.0836939,80.270186
19817,04-05-2022,8.05,Ahmedabad,COUNTERFEITING,14,F,2,23.0215374,72.5800568
